date,tweet,day,hour,nlikes,nreplies,nretweets
5/25/2017 13:13,do not know what be go on in someone be head do not stab them with word,4,13,65,0,44
5/25/2017 13:10,fall asleep fall apart,4,13,82,0,50
5/21/2017 18:18,walk out and feel like everyone be star and judge you,7,18,66,0,38
5/18/2017 12:52,you cannot fix a break soul,4,12,119,0,92
5/15/2017 10:09,ever felt like your heart be pound so fast you cannot breathe or walk and everything be blur social anxiety,1,10,109,0,41
5/15/2017 10:05,no one care until you try to kill yourself then they pretend like they really care but they just do not want to look bad,1,10,182,1,101
5/15/2017 10:02,nobody no one alone,1,10,96,0,69
5/10/2017 17:10,the sadder we be the happier we smile,3,17,121,0,64
5/7/2017 15:17,i never exist in anyones eye as someone special,7,15,107,1,67
5/5/2017 3:20,you will not know how it feel until it happen to you,5,3,73,1,64
5/3/2017 20:28,people will eventually leave me,3,20,74,0,54
5/1/2017 22:18,the word they have say replay in my mind every night,1,22,58,0,42
5/1/2017 22:17,i take word to heart even if you do not really mean it,1,22,87,0,59
5/1/2017 22:13,hurtful word that you do not even mean may lead to depression for someone else,1,22,71,0,33
5/1/2017 11:11,it always feel like all eye be on me and i cannot breathe or walk,1,11,50,0,18
4/29/2017 6:35,ever felt like no one care enough,6,6,78,2,38
4/27/2017 14:37,those thoughts that make me consider if i should go on,4,14,60,0,25
4/27/2017 14:35,drown you think you be breathe in air but really you be just die inside,4,14,55,0,35
4/26/2017 9:10,brokened ring shatter dream,3,9,21,0,10
4/25/2017 10:07,so many things go through my mind,2,10,59,0,54
4/25/2017 9:53,break down in the middle of the night,2,9,95,0,55
4/24/2017 18:18,they throw you away when they be do use you,1,18,49,0,22
4/24/2017 9:04,ever felt like you be alone always,1,9,66,1,31
4/24/2017 0:07,the word felt like a stab in the heart,1,0,45,0,23
4/24/2017 0:06,break to piece,1,0,37,0,23
4/15/2017 4:17,loud music to cover the thoughts from enter my mind,6,4,48,0,31
4/12/2017 15:06,another day of fake happiness and smile,3,15,78,0,37
4/11/2017 21:39,it be back,2,21,84,0,85
4/11/2017 21:39,suffer,2,21,110,1,102
4/11/2017 21:38,leave alone nothings new,2,21,87,0,64
4/11/2017 17:21,i doubt anyone would notice if i be miss or dead,2,17,94,2,48
4/5/2017 12:44,cannot remember the last time i be happy it be all fake,3,12,86,1,43
4/4/2017 15:07,in a city full of people and yet i feel so alone,2,15,44,0,21
4/4/2017 3:10,laugh do not mean i be happy it just mean i be hide the pain i feel inside,2,3,74,0,41
4/4/2017 3:09,numb from the pain,2,3,47,0,32
3/31/2017 23:59,coldness,5,23,30,0,14
3/15/2017 3:58,shut the world off,3,3,67,0,29
3/15/2017 3:57,lock myself in depress,3,3,60,0,23
3/11/2017 16:00,so cold it be freeze,6,16,27,0,10
3/11/2017 15:53,everyone be tire of me,6,15,70,0,48
3/11/2017 4:04,corner into the darkness,6,4,41,0,17
3/11/2017 4:03,leave all alone,6,4,37,0,14
3/10/2017 17:01,little do i know you do not care,5,17,45,0,20
3/10/2017 17:01,you cannot break someone who be already break,5,17,58,1,37
3/8/2017 16:28,painless death,3,16,49,0,29
3/7/2017 17:58,just watch time go by like a blur,2,17,34,0,17
3/7/2017 13:42,no one care huh guess i should have expect that,2,13,47,0,17
3/7/2017 13:41,a stab pain in my heart and i feel so empty,2,13,46,0,25
3/3/2017 5:49,little do you know it be get worse,5,5,63,0,40
3/2/2017 22:13,i wish i do not exist i bet you do too,4,22,82,0,44
3/2/2017 13:11,lonely and cold nothings new,4,13,35,0,20
3/1/2017 14:07,treasure me when you need me and throw me when you do not need me,3,14,31,0,14
3/1/2017 14:05,no one care anyway,3,14,45,0,20
2/28/2017 8:38,look up to stop the tear from pour down,2,8,49,0,34
2/28/2017 8:08,midnight overthinking,2,8,43,0,23
2/28/2017 8:07,sudden sadness,2,8,38,0,22
2/28/2017 4:26,you be just say it out of pity,2,4,33,0,14
2/28/2017 4:25,do you truly understand me i doubt it,2,4,38,0,29
2/26/2017 22:21,to go and never come back,7,22,30,0,19
2/26/2017 22:21,blur lose cold,7,22,20,0,12
2/19/2017 3:57,lose souls empty mind,7,3,30,0,18
2/19/2017 3:55,hurt inside laugh on the outside,7,3,49,0,24
2/19/2017 3:54,brokened,7,3,24,0,13
2/16/2017 4:10,i be a failure,4,4,52,0,46
2/15/2017 20:39,no one care about me now so why will they when i be dead,3,20,71,0,38
2/15/2017 13:42,i be nowhere close to perfect,3,13,38,2,20
2/14/2017 6:49,i be never good enough,2,6,57,0,44
2/14/2017 6:48,people only come to you when they need you and abandon you when you need them the most,2,6,40,0,29
2/13/2017 9:43,it be beyond my control,1,9,20,0,4
2/12/2017 18:59,i should not exist,7,18,60,1,42
2/12/2017 18:59,do i even belong here,7,18,50,1,23
2/9/2017 22:34,depress,4,22,49,0,38
2/9/2017 4:19,lonely within the city full of people,4,4,27,0,11
2/8/2017 8:24,you break me do not expect me to stay the same,3,8,48,0,19
2/8/2017 6:55,i be what you call the live dead,3,6,38,0,24
2/7/2017 19:20,stick in life,2,19,25,0,11
2/7/2017 19:14,i doubt anyone would notice if i be dead,2,19,37,2,23
2/7/2017 7:39,do you think it will really affect me yes it will,2,7,26,0,13
2/7/2017 7:38,you will see who really care for you in your time of need,2,7,33,0,16
2/6/2017 18:41,you cannot fix someone who break so long ago,1,18,34,0,16
2/5/2017 21:32,accidental cut they do not hurt more than word,7,21,27,0,9
2/2/2017 18:37,the numbness consume me,4,18,26,0,16
2/2/2017 18:36,everyone hat me,4,18,38,0,15
2/2/2017 6:40,life be not on my side,4,6,39,0,18
2/1/2017 9:25,i laugh it off as if the word do not hurt but it do painfully,3,9,43,0,30
2/1/2017 9:24,suicidal thoughts keep come,3,9,89,1,49
2/1/2017 7:05,look into my eye and tell me that i be fine but i be not,3,7,36,0,16
2/1/2017 7:04,it be get tire,3,7,31,0,23
2/1/2017 7:03,i just want to avoid everyone,3,7,49,0,21
1/31/2017 15:40,they just want to see you fall,2,15,26,0,12
1/31/2017 15:39,no motivation no nothing,2,15,28,0,23
1/27/2017 12:39,fake smile that be the only thing i be really good at,5,12,71,0,58
1/27/2017 12:38,no one be with me,5,12,34,0,21
1/26/2017 8:47,stay strong they say but they do not even care,4,8,39,0,22
1/26/2017 8:45,help others but not myself,4,8,59,0,35
1/26/2017 8:44,it be okay i would not choose me either,4,8,53,1,43
1/24/2017 11:21,i need someone to stay by my side but everyone seem to leave,2,11,65,1,43
1/24/2017 11:20,no one understand me,2,11,51,0,41
1/18/2017 6:13,regret regret,3,6,22,0,17
1/18/2017 6:13,not do something of my interest and i cannot change it,3,6,14,0,7
1/18/2017 6:11,my life be mess up right now,3,6,36,0,39
1/17/2017 11:06,why be this happen,2,11,38,0,26
1/17/2017 11:06,i just cannot stand the pain,2,11,33,0,29
1/17/2017 11:05,push everyone away,2,11,26,1,14
1/17/2017 11:05,lifeless,2,11,19,0,17
1/17/2017 11:04,i feel so dead,2,11,33,1,25
1/16/2017 6:40,nobody would even notice if i be dead what make you think they will when i be alive,1,6,38,0,16
1/16/2017 6:39,i feel so leave out even though there be so many people around me,1,6,45,0,26
1/16/2017 6:39,regret my decisions,1,6,15,0,9
1/14/2017 23:40,my vision be a blur right now,6,23,23,0,14
1/13/2017 20:55,my friends do not know i be suicidal,5,20,68,0,33
1/11/2017 6:11,shatter,3,6,23,0,11
1/11/2017 5:43,i have lose so much,3,5,21,0,8
1/11/2017 5:43,i feel so lonely till it hurt,3,5,29,0,18
1/11/2017 5:43,i feel so tire all the time,3,5,40,0,23
1/10/2017 7:05,i wonder if you still care with me act all happy,2,7,12,0,9
1/7/2017 14:43,compare myself at every chance i get,6,14,22,0,16
1/5/2017 16:26,social anxiety,4,16,31,0,16
12/26/2016 15:34,i keep tell myself i do not need them but the truth be they do not need me,1,15,40,0,31
12/26/2016 15:33,i do not exist in anyones eye unless they need me,1,15,33,0,31
12/26/2016 15:32,there be no need to pity me,1,15,10,0,12
12/21/2016 15:30,drown or rather drown,3,15,19,0,17
12/21/2016 15:30,i would rather be dead,3,15,36,0,30
12/20/2016 2:45,no one care we all depend on our own,2,2,11,0,10
12/18/2016 17:20,they be just ask for the sake of ask they do not really care at all,7,17,17,0,10
12/18/2016 17:19,some say i be a happygolucky person i will never have depression but i be just good at act happy and put on a fake smile,7,17,31,0,26
12/18/2016 7:22,dear me no one want you,7,7,33,0,20
12/18/2016 6:59,depression happen anytime anywhere,7,6,24,0,16
12/18/2016 6:58,i be not surprise when people leave me they always do always,7,6,31,0,33
12/18/2016 6:57,i be honestly so close to break,7,6,29,0,22
12/18/2016 6:57,you should be with someone better,7,6,13,1,11
12/18/2016 6:57,i mean why would you look at me i be ugly,7,6,19,0,11
12/15/2016 6:55,where be anyone when i need them,4,6,18,0,9
12/15/2016 6:54,you do not have to lie to me i know i be not good enough,4,6,29,0,15
12/13/2016 22:24,i be not who you want,2,22,14,0,12
12/12/2016 9:46,i do not need you to tell me what i be because i know that i be nothing,1,9,18,0,10
12/12/2016 9:46,when i have to smile and act like it be alright when my family say i be get fatter,1,9,12,0,8
12/9/2016 10:19,worthless damage ugly,5,10,30,0,18
12/9/2016 9:21,i can be happy one moment and sad the next,5,9,27,0,17
12/8/2016 10:13,the cycle of not be able to sleep every night,4,10,16,0,12
12/8/2016 8:51,will you miss me when i be go doubt it,4,8,18,0,8
12/8/2016 8:50,they say they understand my pain but honestly they just do not care,4,8,9,0,8
12/8/2016 8:49,i feel worthless all the time,4,8,19,0,17
12/1/2016 13:05,insomnia,4,13,12,0,6
12/1/2016 3:43,alone still always,4,3,16,0,13
11/23/2016 23:57,no mood for anything,3,23,17,0,18
11/23/2016 22:42,where be everyone when i need them oh let me guess they be busy,3,22,25,0,7
11/23/2016 22:40,they only come to me when they need me,3,22,12,0,5
11/23/2016 11:48,i hope it rain,3,11,14,0,11
11/23/2016 6:04,pretty girls get everything huh i guess that be why i have nothing,3,6,14,0,6
11/23/2016 5:59,the only thing that be there for me,3,5,101,0,71
11/23/2016 5:56,do not miss me when i be go,3,5,19,0,9
11/23/2016 5:55,i wonder if anyone still care,3,5,14,0,6
11/22/2016 11:12,i be never positive you just never saw through me,2,11,16,0,7
11/22/2016 11:11,always overthinking,2,11,22,0,13
11/22/2016 11:11,endless nights,2,11,11,0,8
11/22/2016 5:31,i do not need to be constantly remind that i be better off dead,2,5,19,0,10
11/22/2016 5:30,yep call me fat it be so funny,2,5,14,0,4
11/21/2016 21:48,no one truly understand me,1,21,7,0,7
11/21/2016 21:47,lie lie lie,1,21,9,0,4
11/20/2016 9:55,fail,7,9,5,0,6
11/19/2016 1:40,suicide,6,1,14,0,13
11/18/2016 15:31,i be almost at my limit,5,15,18,0,11
11/18/2016 15:30,i might have to kill myself to kill the demons inside,5,15,28,0,17
11/18/2016 15:29,constantly overthinking,5,15,13,0,7
11/18/2016 15:29,i wish i be prettier for you,5,15,14,0,6
11/17/2016 8:21,you will regret be with me,4,8,13,0,9
11/17/2016 8:19,do not love me i be ugly pathetic and useless,4,8,23,0,9
11/17/2016 8:18,i be not good enough,4,8,27,0,17
11/17/2016 8:18,i be ugly,4,8,15,0,10
11/17/2016 8:16,the empty feel in my chest,4,8,15,0,14
11/16/2016 19:07,overthinking at every hour at every minute and every second,3,19,18,0,12
11/16/2016 11:10,i be worth nothing,3,11,15,0,14
11/16/2016 11:10,i just cannot stop compare myself to others they be so much better than me,3,11,14,0,17
11/16/2016 11:09,no one should be with a piece of shit like me,3,11,18,0,9
11/16/2016 11:08,you deserve better,3,11,13,0,8
11/14/2016 10:48,i should kill myself,1,10,29,0,21
11/14/2016 10:48,i feel that i cannot do anything right,1,10,20,0,14
11/11/2016 14:59,have not sleep for 2 days and i feel drain,5,14,7,0,6
11/10/2016 17:14,she be obviously better than me i would not be shock if you want her,4,17,16,0,16
11/9/2016 19:13,i wonder if i be good enough for you obviously not,3,19,26,0,19
11/9/2016 19:12,i keep compare myself to others and the more i do the lower my selfesteem get,3,19,21,0,18
11/8/2016 10:50,the most depress thoughts that enter your mind be the ones at night,2,10,29,0,26
11/8/2016 8:07,even with so many people around i still feel lonely,2,8,17,0,14
11/8/2016 8:06,my thoughts wanderthe further they get the more depress i become,2,8,16,0,14
11/8/2016 6:09,anxiety be when there be more and more people it get harder to breathe,2,6,11,0,13
11/7/2016 9:49,i wonder how do it feel to be perfect i can never achieve that,1,9,9,0,9
11/7/2016 9:48,i be drown,1,9,12,0,10
11/7/2016 9:48,no one be there to help me,1,9,8,0,8
11/5/2016 10:16,i feel so ugly and sick of myself,6,10,34,0,19
11/2/2016 9:46,i want to break down so badly,3,9,29,0,24
11/2/2016 7:15,no one can ever understand they think i have it easy,3,7,16,0,12
11/1/2016 18:49,my reflection disgust me,2,18,19,0,6
11/1/2016 18:40,but i will still have to continue to smile,2,18,128,0,61
11/1/2016 18:00,as always,2,18,47,0,30
11/1/2016 5:51,everything to me be a blur,2,5,12,0,5
11/1/2016 5:51,i cannot concentrate on anything right now,2,5,12,0,14
11/1/2016 5:51,even with so many people around me i still feel so lonely,2,5,40,0,32
11/1/2016 4:09,overthinking everytime when i be alone,2,4,20,0,17
11/1/2016 4:08,no one be ever there for me,2,4,9,0,6
10/30/2016 6:33,stress out and look like shit,7,6,8,0,13
10/28/2016 8:56,3am currently overthinking,5,8,13,0,9
10/28/2016 6:05,thoughts please go away i have already have enough today,5,6,20,0,21
10/27/2016 22:01,all i want be to be happy but it never happen,4,22,25,0,17
10/27/2016 17:27,it be okay just leave me alone i do not want to talk to anyone right now,4,17,22,0,18
10/27/2016 17:26,i literally sick and no one bother to even ask me,4,17,11,0,7
10/27/2016 6:28,i be just so so tire,4,6,29,0,40
10/27/2016 3:24,oh please i be already dead inside,4,3,20,0,13
10/27/2016 3:23,i be just so annoy with everyone nowadays,4,3,12,0,9
10/26/2016 12:39,you may know me but you do not understand me,3,12,18,0,12
10/26/2016 0:04,selfesteem drop,3,0,10,0,13
10/26/2016 0:04,i be always compare myself to others,3,0,13,0,11
10/26/2016 0:04,i wish i be dead,3,0,24,0,30
10/25/2016 23:52,i have try my hardest yet i still fail worthless,2,23,28,0,23
10/25/2016 14:05,everyone get sick and tire of me,2,14,13,0,11
10/25/2016 6:59,i be tire and stress out but no one can see that,2,6,10,0,9
10/25/2016 6:57,my existence cause so much pain to others,2,6,22,0,15
10/25/2016 6:56,i need to go far far away and get away from this place,2,6,17,0,12
10/24/2016 1:23,i mean why would you choose me i be nothing and they be so much better,1,1,31,0,20
10/23/2016 5:58,it be not because i be angry i be just frustrate with how worthless i be,7,5,23,0,20
10/23/2016 5:57,i be so useless,7,5,21,0,18
10/23/2016 5:57,assignments due soon and all i can do be overthink and procrastinate,7,5,7,0,4
10/22/2016 15:20,i wonder what be worse wake up everyday think that i be go to live or die in my sleep,6,15,13,0,13
10/21/2016 17:17,wait and wait but nothing good come,5,17,5,0,8
10/20/2016 7:10,it be because of me it be my fault i should not be here i should not exist,4,7,35,0,37
10/19/2016 20:30,why cannot i be better at something,3,20,8,0,11
10/19/2016 20:30,when it come to me i always fail,3,20,8,0,8
10/19/2016 20:16,i be just a disappointment to everyone,3,20,19,0,13
10/19/2016 15:29,one of those days where i just want to avoid everyone and not do anything,3,15,11,0,14
10/17/2016 5:51,it be the first thing i notice everytime,1,5,45,0,27
10/17/2016 5:50,the cycle of my everyday life,1,5,62,0,54
10/17/2016 5:40,push everyone away but i just need someone to show that they care enough to stay with me,1,5,14,0,11
10/16/2016 7:57,i need loud music to cover my thoughts,7,7,19,0,15
10/16/2016 5:48,do you know what it feel like to be compare to someone who be so much better than you it hurt and yet you have to smile and pretend,7,5,27,0,13
10/16/2016 5:46,i want to run away and never come back ever,7,5,38,0,38
10/15/2016 15:47,the feel of be trap and suffocate,6,15,14,0,11
10/13/2016 2:01,even when i be with my friends i cannot control my thoughts anymore it just become suicidal,4,2,25,0,18
10/12/2016 7:00,no one want me here anyway,3,7,19,0,14
10/12/2016 7:00,the constant feel of commit suicide,3,7,24,0,17
10/12/2016 0:10,you will not ever understand me,3,0,11,0,11
10/11/2016 14:27,i be just tire do you really think so,2,14,15,0,7
10/11/2016 5:54,walk on the road without look both ways well not anymore,2,5,10,0,6
10/11/2016 2:04,look up i use to see star but now it be to hold back my tear,2,2,13,0,8
10/10/2016 6:56,because if i stay i destroy things,1,6,13,0,15
10/10/2016 6:55,i be so close to break,1,6,32,0,28
10/10/2016 6:54,i wish,1,6,25,0,19
10/10/2016 6:38,i can cry and walk out like nothing ever happen,1,6,54,0,40
10/10/2016 6:36,during time like this,1,6,26,0,15
10/10/2016 6:36,who care,1,6,26,0,27
10/10/2016 6:34,it be okay i be just a waste of space and time,1,6,10,0,12
10/9/2016 8:07,it be endless and i cannot help it,7,8,25,0,30
10/9/2016 8:04,sleepless nights endless thoughts,7,8,11,0,13
10/8/2016 17:08,just a little kitty for halloween,6,17,11,0,4
10/8/2016 17:06,i just want to run away from everything,6,17,30,0,18
10/8/2016 7:16,overthinking kill i be already dead,6,7,23,0,21
10/8/2016 7:15,midnight thoughts,6,7,5,0,4
10/8/2016 4:18,sadness yet with a smile on my face,6,4,14,0,10
10/7/2016 15:45,will you miss me when i be go,5,15,12,0,5
10/5/2016 15:18,i wonder when be the one day that i will disappear,3,15,18,0,13
10/3/2016 20:38,i just wish someone be there for me,1,20,42,0,30
10/3/2016 20:36,music be my only companion when no one be here for me,1,20,15,0,12
10/3/2016 20:29,lonely,1,20,8,2,9
10/3/2016 15:57,selfdestruction,1,15,11,0,13
10/1/2016 17:31,when someone ask you be you okay and you be try to hold back your tear,6,17,19,0,17
10/1/2016 7:49,i be just tire,6,7,9,0,10
9/30/2016 19:06,to disappear and never come back,5,19,10,0,12
9/30/2016 1:03,blast music ignore the world,5,1,2139,20,1018
9/29/2016 12:05,one day i will not be around to because you any pain,4,12,18,0,16
9/28/2016 17:31,girls who be pretty be like i look like a potato look at me what be i then,3,17,7,0,8
9/28/2016 17:29,i wonder if anyone still love me,3,17,7,0,5
9/28/2016 17:29,people leave eventually,3,17,8,0,6
9/28/2016 8:25,2am think about suicide,3,8,12,0,4
9/28/2016 4:50,11pm overthinking,3,4,7,0,3
9/28/2016 4:50,i stop look both ways while cross the road i mean who care right,3,4,9,0,4
9/28/2016 4:48,it be sad how i be once so happy,3,4,14,0,13
9/28/2016 4:46,school where fake a smile be my specialty,3,4,23,0,14
9/28/2016 4:45,i look up to the sky to stop the tear from fall,3,4,7,0,6
9/28/2016 4:44,you still think it be a joke,3,4,12,0,4
9/28/2016 4:43,and you will never be able to bring me back from the dead,3,4,51,0,34
9/27/2016 23:19,i can feel it even with my eye close,2,23,21,0,14
9/27/2016 8:24,mood swing not,2,8,25,0,16
9/27/2016 8:23,if i do not hurt myself i be hurt everyone around me,2,8,21,0,9
9/27/2016 8:16,do you really think that i be okay,2,8,10,0,9
9/27/2016 8:13,i just wish i be better,2,8,11,1,9
9/27/2016 8:13,who would care i be nothing,2,8,7,0,7
9/27/2016 8:12,no texts no call no nothing i honestly think you do not care about me anymore,2,8,14,0,11
9/26/2016 3:19,suicidal dead numbness pain,1,3,8,1,5
9/26/2016 3:18,be i just an object that you will only use when you need,1,3,6,0,4
9/22/2016 1:35,would you care if i bleed if i fall if i be go,4,1,8,0,8
9/22/2016 1:35,be my existence even valuable to you,4,1,6,0,5
9/21/2016 22:27,they act like they care but they do not,3,22,20,0,16
9/21/2016 22:24,the only way out be to kill myself to kill the demons inside me,3,22,57,1,36
9/21/2016 1:27,a fake smile for everyone everyday,3,1,11,0,10
9/19/2016 15:16,one day you will miss me,1,15,34,1,21
9/19/2016 15:16,no one can see it through my fake smile not even you,1,15,11,0,10
9/19/2016 6:23,a fake smile be all i need to fool you,1,6,9,0,5
9/19/2016 6:22,cannot you see how much pain i be in,1,6,32,0,16
9/19/2016 6:21,i feel that you do not even care i mean why would you i be nothing,1,6,7,0,4
9/15/2016 11:35,i might just do something that i have always want to,4,11,30,0,24
9/15/2016 11:25,from a few to a lot,4,11,2,1,2
9/15/2016 11:25,get from bad to worse,4,11,21,0,19
9/5/2016 10:16,you do not really care do you,1,10,10,0,10
9/5/2016 10:14,i be the worst,1,10,40,0,24
9/5/2016 10:07,happy on the outside die on the inside,1,10,14,0,7
8/21/2016 4:03,what i get to do just to be happy,7,4,2,0,4
7/27/2016 10:39,i need to feel pain to feel alive,3,10,5,0,3
7/27/2016 10:38,they hate me everyone hat me,3,10,8,0,9
7/27/2016 10:38,it be back depressions back,3,10,5,0,7
7/27/2016 10:38,i feel like shit right now,3,10,6,0,9
7/25/2016 16:23,so use to the nightmares,1,16,7,0,4
7/13/2016 4:46,i will not be around to because you anymore pain hk,3,4,12,0,8
7/13/2016 4:24,do not worry no one will miss me,3,4,34,1,28
7/13/2016 4:14,i wish i could die right now,3,4,17,0,12
7/11/2016 19:29,i be use to it,1,19,21,0,12
7/7/2016 2:21,i have hurt so many people would not it be better if i be dead,4,2,31,0,12
7/7/2016 2:20,i need the courage to kill myself,4,2,40,0,24
7/1/2016 14:37,i hope you find someone better prettier skinner unlike me,5,14,17,0,16
7/1/2016 14:36,other girls be so perfect while i amme cannot even be compare to them,5,14,18,0,7
7/1/2016 14:32,sometimes i feel pretty but then i notice my flaw and it die off,5,14,29,0,19
7/1/2016 14:31,the only time when i feel happy about lose be die,5,14,31,0,23
7/1/2016 14:28,i feel so worthless,5,14,5,0,6
6/29/2016 17:08,it will always come back and you know it,3,17,7,0,3
6/29/2016 17:08,she do art crave a picture on her wrist with a blade,3,17,7,0,6
6/29/2016 17:06,sometimes i feel like everyone hat me,3,17,4,0,3
6/29/2016 17:04,there be a difference between want and need,3,17,3,0,2
6/28/2016 8:52,sometimes it be better to let go than to hold on but i cannot seem to do so,2,8,7,0,3
6/25/2016 16:49,would anyone notice if i be die,6,16,6,0,2
6/25/2016 6:18,sometimes it be easier say then do,6,6,4,0,1
6/20/2016 17:58,promise be mean to be break,1,17,17,0,15
6/20/2016 17:27,i dream that i die never felt so relieve in my life,1,17,6,0,1
6/20/2016 7:17,maybe i be mean to be alone,1,7,7,0,2
6/20/2016 7:17,stop lie to yourself you just love me out of pity,1,7,3,0,1
6/20/2016 7:16,why would you love me i be not good enough,1,7,4,0,4
6/7/2016 10:12,it happen so much that i be use to it,2,10,12,0,9
6/7/2016 10:04,well it be true that they do not care unless you be pretty or die,2,10,3,0,1
6/7/2016 10:03,pretty girls always get the attention huh,2,10,3,0,1
6/7/2016 9:59,something that make me forget about the pain,2,9,2,0,1
6/7/2016 9:59,it become like a drug when i make that first cut addictive,2,9,8,0,3
6/7/2016 9:58,i try be happy but soon after boom something bad happen,2,9,3,0,1
6/7/2016 9:57,what happen to your wrist oh i fell down my cat scratch me,2,9,8,0,4
6/7/2016 7:34,everyone think i be fine but honestly i be not,2,7,41,0,22
6/6/2016 9:15,if i be not hurt myself i be hurt others,1,9,7,0,4
6/4/2020 8:57,go to take some time off of social media for a while,4,8,53,1,13
6/1/2020 14:56,today be horrible,1,14,70,1,11
5/28/2020 17:21,,4,17,21,0,2
5/24/2020 18:55,i ﾟ ﾟ ﾟﾟ ﾟhateﾟ ﾟ ﾟ ﾟ ﾟmyself,7,18,119,1,53
5/24/2020 16:14,simply do not want to be alive,7,16,119,2,42
5/17/2020 9:11,my girlfriend break up with me last night,7,9,34,2,1
5/10/2020 9:28,my grandpa have pass away,7,9,26,2,0
5/9/2020 18:21,they put my grandpa on hospice today they say he be probably go to pass either tonight or tomorrow,6,18,22,3,0
5/6/2020 17:25,cut off all my friends they ask me why i be so heartless i turn around and ask them why they leave me in the darkness,3,17,60,0,16
5/3/2020 15:57,ready 4 death,7,15,76,1,20
5/1/2020 9:26,some days i wonder why i bother to get out of bed i should have just stay here,5,9,84,3,26
4/27/2020 18:52,i be sad,1,18,76,3,18
4/26/2020 17:32,then i start to think that suicide be the only way out,7,17,144,2,42
4/26/2020 17:28,psa,7,17,18,0,2
4/26/2020 17:28,be self aware be a bad thing rn,7,17,20,0,3
4/26/2020 17:27,idk how much longer i can hang on,7,17,89,1,37
4/26/2020 17:26,make friends with your demons in hop that they leave you alone,7,17,38,0,11
4/25/2020 19:54,i be fall apart,6,19,67,2,24
4/21/2020 9:51,my therapist finally call today after 2 weeks,2,9,18,1,0
4/16/2020 16:41,i feel like such shit,4,16,78,2,34
4/14/2020 19:22,my therapist blow me off today suppose to have a phone appt and she just do not call,2,19,22,2,0
4/13/2020 19:13,go back on my meds cuz i be do really bad without them,1,19,23,1,1
4/10/2020 21:34,sorry i go miss for a few days too depress to even tweet,5,21,48,2,1
4/6/2020 9:54,it never get better,1,9,104,1,53
4/5/2020 11:08,constant self sabotage,7,11,23,0,8
4/5/2020 11:07,have not be eat,7,11,28,2,4
4/5/2020 11:06,accidentally sleep for 13 straight hours,7,11,28,0,5
4/3/2020 18:48,this coronavirus bullshit have cancel my therapy sessions for weeks i be die,5,18,34,2,2
4/2/2020 18:18,i do not want to be alive no more,4,18,120,0,47
4/2/2020 18:18,i do not want to be on meds anymore,4,18,19,0,4
4/2/2020 18:18,i be go to stop take my meds,4,18,16,1,2
3/29/2020 20:45,i just do not want to be alive,7,20,81,3,32
3/29/2020 20:18,deep down i really have the urge to kill myself and i feel like i should talk to someone about it but i have nobody,7,20,126,5,49
3/29/2020 11:41,idk why i bother to get up today i should have just sleep all day,7,11,62,0,29
3/28/2020 20:36,all i do be sleep all day,6,20,28,0,5
3/28/2020 8:52,mentally psychically and emotionally tire,6,8,125,0,71
3/26/2020 6:32,things i be sick of everything,4,6,63,1,21
3/24/2020 16:41,lol when do it get better,2,16,47,2,23
3/24/2020 16:40,fuck,2,16,28,0,8
3/21/2020 18:55,damn i be just so down,6,18,43,0,22
3/19/2020 19:33,cry myself to sleep,4,19,50,0,16
3/19/2020 19:32,wow i be not okay,4,19,43,0,12
3/19/2020 19:30,i get rid of my blades today and i really wish i do not,4,19,29,2,6
3/19/2020 19:23,life just keep get worse,4,19,35,0,13
3/19/2020 17:43,no matter what i do i be constantly fuck depress at the end of the day,4,17,58,1,23
3/19/2020 17:42,i be really productive today and i still feel like shit,4,17,16,0,5
3/17/2020 20:40,sometimes i wake up and i wish i do not wake up,2,20,73,1,36
3/15/2020 19:05,pain go by when you just do not think about it,7,19,25,0,1
3/15/2020 17:36,my dad find out on friday that he have cancer he tell me today,7,17,15,3,0
3/14/2020 21:30,i be not okay,6,21,37,0,16
3/14/2020 21:17,3am and i be drown in flashbacks,6,21,31,1,9
3/14/2020 21:07,everybody leave,6,21,30,1,9
3/14/2020 21:07,i hate that i be always afraid of stupid shit like my partner be not go to dump me but i be always freak out,6,21,28,0,2
3/14/2020 21:07,i be so insecure,6,21,38,1,11
3/13/2020 20:43,i be such a burden,5,20,31,0,13
3/13/2020 20:43,i will end it all to keep from hurt,5,20,36,0,11
3/10/2020 22:11,it be like you have get nobody to turn to ever even if you have good news you still have nobody to go to,2,22,35,1,7
3/10/2020 21:59,i do not even have a best friend anymore,2,21,28,2,12
3/10/2020 21:59,i wish i have friends,2,21,23,1,7
3/9/2020 22:01,bad day,1,22,16,0,6
3/8/2020 18:50,my head hurt,7,18,14,0,8
3/8/2020 18:49,so much be trigger,7,18,6,0,1
3/8/2020 18:48,it be not even worth it to cut myself anymore i would rather just die,7,18,36,1,11
3/8/2020 18:48,there be literally no point in live lol i wish i do not fuckin fail,7,18,21,0,4
3/8/2020 18:48,actually just want to end it all idk what keep me here,7,18,44,1,9
3/8/2020 18:46,i want to come off of my meds at this point they be not do any good,7,18,6,0,0
3/8/2020 18:45,i feel like absolute shit,7,18,14,0,10
3/8/2020 18:45,forget my meds today,7,18,4,0,0
3/7/2020 23:28,idk why i be always scar my partner be go to leave me,6,23,19,0,3
3/3/2020 20:14,sometimes i want to die,2,20,52,1,13
